Text,True_Sentiment,Score,vader_pred,roberta_pred,distilbert_pred,vader_pos,roberta_pos
"I was looking for a natural energy shot that works, and I found it. Steaz energy shot is my favorite!<br /><br />I recently had gastric bypass surgery, so tons of sugar is a no-no. And I'm also allergic to Sucralose (Splenda) so most other energy drinks are out.<br /><br />I tried Bazi energy shots and they didn't work as well as Steaz, and definitely didn't taste as well. These have a taste that's almost like Coca-Cola--not bad at all.<br /><br />If you're looking for natural energy, give these a try.",Positive,5,Positive,Positive,Negative,0.205,0.8803593516349792
I bought these for my husband and he said they are the best energy shots out there. He takes one in the mornings and works hard all day. Good stuff!,Positive,5,Positive,Positive,Positive,0.264,0.9808293581008911
"I like ""Vernor's"", and drink it all the time. It is old fashioned drink from Michigan, since 1866, and the labeling was known for its lovely green and gold colors and the gnome character. If you look at the can it is actually called ginger soda instead of ale and is different than typical ginger ale in taste. Vernors has a strong vanilla presence, is smoother and more moist, and sweeter than a ginger ale. It is closer to a cream soda than ginger ale, very good. A ginger ale is more dry, higher in carbonation, and has a spicier bite to it. Vernors has 39 grams sugar per can, versus 33 grams per can for Schweppes Ginger Ale. Neither has caffeine.<br /><br />The recipe has changed a bit over the years mostly in the choice of sweeteners. They use the same high fructose corn syrup that the cost-cutting mega soda companies use, rather than the cane sugar they used to use. The down side to that is that the corn syrup syrup drowns out some of the flavors. Many microbrews are using cane sugar again, although it costs more, to get a better taste. Vernor's is still aged in oak barrels for 3 years, no doubt accounting for the smoothness. All in all a great soda for anytime. The soda is also known, like other ginger drinks, for its use as a home remedy for an upset stomach.<br />Vernor's is a regional soda, and there are many areas of the country you can't find it in. That is why it sells here. They may be selling it in glass bottles again soon, at least there is a page that says so the day I am writing this comment. Search at Amazon for ASIN: B001JK2SEG to see what I mean. Vernors has quite a history, and there are two books at Amazon about the soda. The first is Vernor's Ginger Ale (Images of America: Michigan) ISBN-10: 0738551856. The second book is ""The Vernor's Story: From Gnomes to Now"" ISBN-10: 0472066978 a book about the company's marketing green and gold packaging with the famous gnome, and Vernor's fans.",Positive,5,Positive,Positive,Negative,0.071,0.9399276375770569
"I ordered this for my wife as it was reccomended by our daughter.  She has this almost every morning and likes all flavors.  She's happy, I'm happy!!!<br /><a href=""http://www.amazon.com/gp/product/B001EO5QW8"">McCANN'S Instant Irish Oatmeal, Variety Pack of Regular, Apples & Cinnamon, and Maple & Brown Sugar, 10-Count Boxes (Pack of 6)</a>",Positive,5,Positive,Positive,Positive,0.144,0.9825724363327026
"Package arrived DOUBLE boxed, wrapped, and the inside box(that holds the goods) perfect not a single dent or rough mark, outstanding packaging.<br /><br />The Product?<br /><br />These are the best chips on the planet, Salt 'N Vinegar flavor is beyond among the best chips I've ever had. You might, actually I'm sure you probably won't like it AT FIRST BITE 'IF' you have never had these before. But try it again.<br /><br />Not to mention, this particular flavor has held up in numerous surveys and comparisons against other manufactures.",Positive,5,Positive,Positive,Positive,0.123,0.9400045275688171
"You HAVE to try the VANILLA Tootsie Rolls!  The regular chocolate ones are good, but THESE are the BEST EVER!!",Positive,5,Positive,Positive,Positive,0.351,0.980263888835907
"thesedon't like hot food they might be a bit much for you. They have a great balance of sweetness and spice. Of course, Kettle Chips are just good chips - they use good oil to make them and even the plain ones are tasty. I also like that they are ridged chips - those are usually too crunchy and hard to chew for me - I don't want to have to work that hard for my deliciousness. If you like spicy barbecue you will definitely like these chips.",Positive,5,Positive,Positive,Positive,0.188,0.7509298920631409
"For those of us on a low carb diet these little tablets are just the thing.<br /><br />Two years ago I started cycling again after many years but was having heart arrhythmia after longer rides in high heat.  I was drinking plain water but did a little research and thought electrolytes might be the issue.  Gatorade wasn't an option because it is so loaded with carbohydrates so I looked around for a low-carb alternative.  The ""zero carb"" sports drinks didn't help so what to do?  One day I ran across these at my bike shop so tried a tube of them.....voila!...problem solved!!<br /><br />I've shared them with two friends in particular whose problems with leg cramps were resolved while using these.<br /><br />These guys got it right -- they are superbly formulated and simply work.....",Positive,5,Positive,Neutral,Negative,0.073,0.0
"Can't say anything bad about Sugar in the Raw.  I like it better than the other ""natural"" sugars. Better consistency and - I know it doesn't matter - but better color. Unfortunately, one of the ""natural"" paper bags got torn a bit in the box.  It didn't look like the box was damaged so I can't tell how it happened, but it was sort of pain to clean up half a bag that spilled all over the inside of the box and our kitchen when I opened it.  Not sure what the solution is and I'd order it again, but if it happens again, I'd switch to one of the brands that ship in an unnatural plastic bag.",Positive,4,Positive,Neutral,Negative,0.157,0.0
"I purchased the Mango flavor, and to me it doesn't take like Mango at all.  There is no hint of sweetness, and unfortunately there is a hint or aftertaste almost like licorice.  I've been consuming various sports nutrition products for decades, so I'm familiar and have come to like the taste of the most of the products I've tried.  The mango flavor is one of the least appealing I've tasted.  It's not terrible, but it's bad enough that I notice the bad taste every sip I take.",Negative,2,Negative,Negative,Negative,0.041,0.0
"service was great, but I meant to buy Swiss Chalet chicken SAUCE not the Marinade :)<br /><br />Love the sauce - have yet to try the marinade",Positive,5,Positive,Positive,Negative,0.096,0.9026404619216919
They are good but wish they were also baked. Have not found baked no salt potato chips anywhere. If there are any I wish someone would post.,Positive,4,Positive,Neutral,Negative,0.341,0.0
"Not hot at all. Like the other low star reviewer, I got suckered by seeing 'habenero' in the name and the 12 oz size. Some people might like the flavor, citrus-y and it has some fish sauce in the mix (according to the ingredient label), but if you're looking for hot this ain't it",Negative,1,Neutral,Negative,Negative,0.062,0.0
We like these chips for salsa and quacomole better than any other cips on the market. They are even great by themselves. We will order these as long as they are available. Thank you for making them accessable.<br /><br />  Shelly Kenyon,Positive,5,Positive,Positive,Positive,0.24,0.9778467416763306
"My bottle arrived just in time for a sushi dinner and game night planned with friends.  I had three soy sauces to choose from.  After some sampling we were all using the Bluegrass!  Everyone enjoyed the light smoothness a subtle sweetness.  We were splashing right on every piece, rather that dunking/dipping. Friends wanted to know where I found it. I'm going back to order more right now, and I'll be ordering 3 extra bottles because they are going to make a great little gift that's affordable and unique; instead of the traditional bottle of wine that so common it's boring.",Positive,5,Positive,Positive,Positive,0.18,0.9251900911331177
"Even though we are International Delight fans we were not completely dissapointed by this product. We had no problem with the shipment, but the creamer itself is thinner than International Delight. Other than that we are happy :D",Positive,4,Positive,Positive,Negative,0.342,0.9029639363288879
"I have been using porcini mushrooms in my cooking for twenty plus years. The Roland extra fancy porcinis that I purchased from you are the best that I have ever used, including the mushrooms that I bought in Italy and transported back to the USA.",Positive,5,Positive,Positive,Positive,0.095,0.9639928340911865
"OK,I did read the reviews which ranged from splendid to awful. I took the plunge as I do like salty, and tangy flavors. No, I had never had these before I took the leap and ordered a case at a super price. They arrived quickly and in great shape with the sell by date  FEB 2011. Umm, I'm in the middle on these chips, they are OK but not something I can't live without. I love the crunch, the color, NO TRANS FAT. They are a little too vinegary for my taste, which is a lot coming from a kid that grew up eating pickled hard-boiled eggs and pickled pigs feet.<br /><br />I haven't tried them with a deli sandwich and a cold mug of beer which might improve the experience :)",Neutral,3,Positive,Positive,Positive,0.164,0.6128998398780823
"I first discovered Kettle Chips with sea salt and vinegar while shopping at Trader Joe's with my daughter Mindy.  I couldn't believe how tasty they were; the best chip I had ever eaten.  It was love at first bite, and I've been munching them ever since.<br /><br />Other things in their favor: they're thicker than other chips, so don't crumble as I'm devouring them; they're delightfully crunchy; and the salt-and-vinegar combination is heavenly.  I tried to create an original line to describe this palate-pleasing taste treat, but couldn't beat what the manufacturer said: tongue-puckering tang and crunch.  Isn't that poetic?<br /><br />As for health values, since Kettle Chips are not peeled during preparation, I'm getting more nutrition, such as potassium and vitamin C.  My mother would approve of that, and the fact that they're hand-cooked in small batches.<br /><br />I often enjoy Kettle Chips as an afternoon snack with my favorite soda or iced tea, but they're also delicious with a tuna sandwich or a hot dog for lunch.  Well, actually Kettle Chips go perfect with everything ... except ""sweets,"" of course.<br /><br />My only problem is that they're so delicious I can't stop eating them.  That's the reason I chose these smaller packets; I figured 24 could last me almost a month, if I was a good girl, kept my appetite under control--and hid them from the kids!  For the sake of fewer calories, I try hard and have succeeded so far.  It isn't easy, but ...<br /><br />Have I told you how much I love them?<br /><br />Reviewed by: Betty Dravis, 2008<br />Millennium Babe: The Prophecy",Positive,5,Positive,Positive,Positive,0.217,0.9770550727844238
"A friend who'd been drinking tea for 80 of his 84 years introduced me to this tea a few months ago. Even took me over to the store and bought me a pound. At $7/lb. in a retail store or a little over $9 with shipping from an online merchant, I think it's great. I've been drinking Earl Grey, English Breakfast, Irish Breakfast, Lapsang Souchong, Assam, etc. Most of them were over $30/lb. with shipping. Aside from the Lapsang Souchong, I think this is a great replacement for all the rest. Has everything I'm looking for in a strong, full-bodied black tea with enough character to keep it from becoming boring. My current favorite afternoon tea. Unless you're extremely jaded or a tea snob, you'll love it.",Positive,5,Positive,Positive,Negative,0.167,0.9258647561073303
"These cookies were fun to paint but not too tasty to eat!<br />The kids did not really care much, but it might have been<br />more fun if they could have eaten them.<br /><br />They really had fun coloring them!",Positive,4,Positive,Positive,Negative,0.231,0.9295825958251953
"These are the strongest tasting salt and vinegar chips I've had.  I could still do with more vinegar flavor, but I think this is as close as I'm going to get without dousing them with vinegar powder myself.<br /><br />I did a side by side with the Cape Cod salt and vinegar and these are about twice as flavorful.  Additionally, as other reviewers have said, they have quite a good bit of potassium in them (somewhere in the neighbor of 15% RDA per serving).",Positive,5,Positive,Positive,Positive,0.074,0.9222737550735474
"This is one of the best choices, in my opinion.  I also adore Amazon, but they need to negotiate a better price for their Tassimo Disks.  These are available at BedBath & Beyond for $10. and I always get 20% off which brings it down to $8.00 --- they were $7.50 (before the 20% off readily available coupons) until about 3 months ago.  Again, this is an excellent blend with full flavor - not bitter - I think it's my favorite.",Positive,5,Positive,Positive,Positive,0.251,0.9612188935279846
Natural Balance Dry Dog Food Lamb Meal and Brown Rice Recipe did wonders for my Jack Russell. She has awful food allergy's and this food was our last hope because it was the last food we could find that didn't have SOMETHING in it that she was allergic to. She has no problem eating it dry but normally I mix the Natural Balance Dry Lamb and Brown Rice with the Natural Balance Wet Lamb and Brown Rice.. she seems to like that better. We started feeding it to our other dog (a Bichon) too and she loves it. If your dog has allergy's or stomach issue.. or if you want your dog to eat better food-- this is it! You will see a difference in your pet.,Positive,5,Positive,Positive,Positive,0.19,0.6713775992393494
"I have used the endurolyte product for several years in both pill and powder form.  Long desert rides on the dirt bike always found my camelbak water heavily laced with the endurolyte powder, not overly tasty, but quite effective, as I never got a cramp on these several hundred mile rides.  Same for desert racing in the buggy, the camelbaks were always laced with the powder.  Now we have the Fizz...what a great product!  Firstly, its Hammer's endurolyte product so it's great, endurance athlete's the world over use their products. Second its convenient, handly tablets that dissovle in a fizz.  Third it tastes great! Imagine getting a nice cool drink when your body is starving for hydration and electrolytes and rather than getting a ""salty"" taste, you get a refreshing lemon-lime or mango!  The camelbaks always get the Fizz now.  I also drop a tablet in my bottled water whenever I exercise and have a nice flavored water chock full of electrolytes. I cannot recommend this product or any hammer product highly enough.",Positive,5,Positive,Positive,Positive,0.179,0.8403466939926147
My 7 year old Cocker Spaniel loves this food and it's good for him -- he needs to lose a few pounds and this is doing the trick.  Glad I found it on Amazon.  Hard to find elsewhere.,Positive,5,Positive,Positive,Positive,0.253,0.9608038067817688
"""Yeast Extract"" is listed as an ingredient. Sounds harmless, right? Specifically, these chips contain autolyzed yeast extract, which is, on a chemical level, monosodium glutamate. It's just derived from a different source, but it has all the same toxic properties. Kettle still advertises their products as containing ""No MSG"" while they acknowledge that their chips are not safe for people with MSG sensitivities.",Negative,1,Negative,Negative,Negative,0.023,0.0
"Popchips are so good.  I have been following Weight Watchers and lost 50 pounds and am at my goal.  These Popchips are my salty crunchy indulgence.  They taste so  good,",Positive,5,Positive,Positive,Positive,0.209,0.9775776863098145
My baby loves Rice and Lentil and is one of her favorite things to eat.  If we are going somewhere I won't be able to warm the food she will eat this one cold.,Positive,5,Positive,Positive,Negative,0.223,0.7729098200798035
"These Nature Valley Nut Lovers Variety Pack was perfect. Although I wasn't sure about the peanut butter bar, it was excellent. I loved the Roasted Almond, Roasted Pecan and the Peanut Butter.<br /><br />I will definately buy from this seller again. Quick shipping and very fresh.",Positive,5,Positive,Positive,Positive,0.302,0.9735704064369202
"I want to like Kettle because they contain no corn oil or soybean oil (which are both GMO, and also my kids are allergic to corn and soy), but darnit, these things bite back! On the plus side, the sharpness of them may keep you from mindlessly enjoying too many. On the minus side, a mouthful of cuts and scratches is not worth it. Do they have to be SO hard and crunchy? What's wrong with simply light and crispy? I vastly prefer Lay's texture, but suffer with Kettle due to the absense of GMOs and corn/soy. I wish they'd come out with something less harsh on the mouth, though.",Neutral,3,Negative,Negative,Negative,0.086,0.0
"These biscuits are delicious, not too sweet, with just enough crunch.  We love them.  Quick delivery. We would order them again.  Very satisfied.",Positive,5,Positive,Positive,Positive,0.339,0.988132655620575
"These chips are greasy and taste burnt-there is grease in the bottom of the bag and the chips are saturated with it (especially at the bottom of the bag. Even if they are trans fat free, they need to be a lot less greasy.",Negative,1,Positive,Negative,Negative,0.073,0.0
"I first tasted Sassafras tea in a local restaurant and really liked it.  So I started looking in grocery stores and online for it in a teabag form.  After several weeks of investigation I called the restaurant and asked what they used to make the tea.  I was told is was Pappy's Sassafras Concentrate.  I looked online and found it at Amazon.com.  As I was ordering it I also saw the Sassafras Teabags.  I thought I'd order a box to try.  I was very dissapointed.  It didn't taste like the flat rootbeer I was expecting.  It was more like black licorice, which I hate, with a very mild rootbeer undertone.  It also didn't have the distinctive red color that you get by steeping the sassafras root.<br /><br />I've never had real Sassafras tea made with the root so I don't know if the teabags are more like the real thing or not.  Bottom line:  I won't buy the teabags again.",Negative,1,Negative,Positive,Negative,0.02,0.5863798260688782
"Besides being smaller than runts, they look the same and have the same consistency.  Unfortunately, they taste nothing like banana runts...nor do they even taste good.  Yucky stuff.  Trying to return with vendor.",Negative,1,Negative,Negative,Negative,0.074,0.0
This is the only food my daughter will eat consistly. She really enjoys it. The packaging is great. Never had any broken (having ordered 4 times).,Positive,5,Positive,Positive,Positive,0.318,0.9760525226593018
"I once loved these chips and they were the only chips i would buy.  I discovered them when I was in England back in 2000 and quickly became a fan.  About a year ago I picked up a bag that was on sale at my local supermarket.  I was finding it odd that they were on sale so much but took advantage of it.  After opening the bag I found the chips were not even close to the Kettle chips I was used to.  They were all uniform whitish yellow in color, flavor was way off, the lovely extra crisp brown chips were gone completely and I was very disappointed.  So I e-mailed Kettle with the following:  ""What Happened? I bought this bag of chips the other day and they have a very different taste; It tastes ""cheaper"". I don't know how else to put it... I also noticed that the chips seemed to be less cooked as I did not see any of the browner colored chips that have the most flavor. I am hoping that nothing has changed with the ingredients or process used to produce this product. Did I just get a weird batch? I have been buying only Kettle Chips for about 10 years now so I am wondering.""  I did receive a reply: ""Thanks for letting us know about your experience with your Kettle Brand® Chips. It sounds like you may have received a bag that should not have slipped by our inspections, and we apologize.Our potatoes do vary seasonally which could account for a variation in color-but our chips should still taste great!Thanks for providing us with the ""best before"" code from the bag.  This really helps when passing on your comments to our staff.<br />We are sending some coupons to replace your purchase with any of our Kettle Brand® flavors or nut butters, believing you will have a great experience with your next purchase! In case you buy this product again, we suggest avoiding the same best before date (if you still have it) in the rare instance another bag from the same case slipped by our inspections at the same time.<br />Thanks again for letting us know about this and expect the coupons to arrive within 3 weeks.  Please let me know if I can be of any more help.""  Well the next bag was good.  Since that time I have picked up 3 bags of chips all were like the ""bad"" bag so I am pretty sure that they have changed there product to reduce cost.  I did some research and found out that Kettle was bought out by a private equity company.  So the same cookie cutter management processes are probably being employed at Kettle.  Acquire company with high quality brand recognition, sell product to mass merchants, lower quality/cost of product to increase margin and finally sell company just before the customer base starts to realize that the brand is no longer a quality brand.  increased profits make the company more valuable on paper so they make a nice profit for the investors. Customer and employees lose out of course as does an unsuspecting buyer of the exploited brand.  Stay away from Kettle chips they are no longer the same...",Negative,1,Positive,Positive,Negative,0.15,0.8269971013069153
"I bought this for my one year old Cocker. However all the dogs love it. All their coats look better, they all shed less, eat less, use the bathroom less, my Cocker used to have this one chronic ear since the time I have had her as a puppy that it just gave her problems. It seems to have cleared up, no more smell. Her eyes give her less problems. And my 7yr old Yorkie he eats less, he used to throw up all the time had the most sensitive tummy. Our black lab mix, hot spots and she would just lick her fur off. All these great changes in a matter of a month.  I do mix it roughly 50/50 with Naturals dog food blend.  They are doing great.<br /><br />Sept 2012<br />I love this breed specific food, however I just went to place my next bi-monthly order and I am shocked at the price hike in just over a month!  I paid<br />$41.79 on Aug 3 for a 25lb bag and here it is Sept 20Th and the price has is now $53.94, a difference of $12.15 in price!  This is a huge amount to go up considering that I am assuming this is a price gouge; due to the speculation over crops :( I will look to my local vet for this product. I can get a large bag now less at Petco as well with the discounts they offer. They will order a larger bag if you ask.",Positive,4,Positive,Positive,Negative,0.09,0.7383623719215393
"This is a great product for those looking for an MSG and Gluten free product, and is also lower sodium than any other marinade or soy sauce out there! It doesn't compromise of taste either, I use it as a Soy Sauce substitute and have found it to have superior taste and it looks and acts just like any good marinade should. If you are Celiac or Gluten intolerant, or even just watching you salt intake, this product is a way to have your steak and marinade it too!",Positive,5,Positive,Positive,Negative,0.172,0.9652922749519348
"If some other yahoo deems it ok to give give a suck review to this stuff because he doesn't like the taste, I feel I must assert that in this -as in all matters of taste- ""De Gustibus Non Disputandem Est"".<br /><br />I really love this gum. OK it doesn't really taste like strawberry, but it's still delicious. It has a wonderfully smooth consistency about halfway through, but then it gets tired, stuff, and squeaky.<br /><br />You'll forgive the squeaks perhaps when you find, as I did, that this stuff is a wonderful dietetic aid. By obsessively chewing this product I filled my gut with odorless room air and so helped me lose 25# in 3 months.<br /><br />Also, it doesn't lose its flavor on the bedpost overnight.",Positive,5,Positive,Positive,Positive,0.171,0.0
"My dog has a ton of allergies both environmental and food. She was on a prescription dog food before we had her tested to see what allergies she has. After we got the test back, we learned she was allergic to something in the prescription brand. So I finally found this dog food and she has done so well on this! She still has her environmental triggers, but I am happy she can finally eat something I know won't cause her pain.",Positive,5,Positive,Neutral,Positive,0.126,0.0
"I love Kettle Brand Chips!<br />I've been in love with the Honey Dijon for years and decided to try out their other flavors.<br /><br />Sea Salt & Vinegar Chips are TANGY, SOUR, and make my lips pucker when I eat too many at a time.  I got 12 big bags for a steal from amazon ($11 WHAT?!?).<br /><br />Personally, the flavor is too much for me, but my mom & aunt LOVE them and they hate potato chips.",Positive,4,Positive,Positive,Negative,0.166,0.9478034377098083
This  is great stuff.  Made some really tasty banana bread.  Good quality and lowest price in town.,Positive,5,Positive,Positive,Positive,0.297,0.9852241277694702
"We can't have any kind of coffee maker at work, so we're forced to buy at the in-house coffee shop or Starbuck's across the street. In this economy, no one wants to pay those high prices, so we started a coffee club. 20 of us buy these coffee bags and separate creamer and enjoy fresh, hot, tasty coffee every day without paying the coffee shop prices. thanks Folgers!!!",Positive,5,Positive,Neutral,Negative,0.12,0.0
"The first time I tried these, I thought, ""WOW!"" but I quickly found they were just too darn spicy and tart... Hard to enjoy the potato-chippiness of them when your mouth is under seige.",Neutral,3,Positive,Negative,Negative,0.13,0.0
"I purchased it because it was on sale. In terms of the energy it provides, it works, but the taste leaves something to be desired. I tried mixing it with some water to make it more drinkable.",Neutral,3,Positive,Neutral,Negative,0.113,0.0
"My brother bought me a pound of this coffee for Christmas.  He told me that ""weaver"" was the original roaster for Pete's coffee, he eventually split off and started his own roaster.  Well let me tell you the stuff is delicious!  I've never been married to a brand of coffee, usually would buy the Starbucks 2.5 lb bag at Costco, or whatever looked good at Trader Joes, but Weavers is in a class of it's own.  I'm subscribing to guarantee I can have this stuff delivered to me regularly.  TRY IT!!",Positive,5,Positive,Positive,Positive,0.117,0.9339638948440552
"I buy mostly for vending, so the size of the bag is important. Kettle's 1 oz bag is a good size although it seems a bit less than full. Salt & Vinegar flavor is satisfying, about an 8 out of 10.",Positive,4,Positive,Positive,Positive,0.194,0.8685068488121033
"<a href=""http://www.amazon.com/gp/product/B000GWLUGU"">Plocky's Tortilla Chips, Red Beans 'N Rice, 7 Ounce Bag (Pack of 12)</a>  I first tasted these chips while visiting relatives in KY.  They are not available where I live, so I ordered them from Amazon.  WOW!  My friends and family are all addicted to them.  The spicy flavor grabs you at the first bite.  Once a bag is open, it is gone!",Positive,5,Positive,Positive,Positive,0.15,0.8886123299598694
"These are healthy and my mixed Llasa, Tibetan Terrier adores them. And they are healthy and his breath doesn't smell and his teeth are in good shape because of such products. A great healthy product.",Positive,5,Positive,Positive,Positive,0.387,0.9784139394760132
"The recommendation when we bought our puppies (lhasa/bichon mix and lhasa/poodle mix) was that we continue them on the food that they have had since being weaned. This is a somewhat expensive food so I can't say that we were terribly pleased but we loaded up on the stuff and headed home.<br /><br />Let me just say this, I have had small dogs before. Never have I seen such gas issues. Both of them consistently had foul gas. Consistently. Usually when they're sitting on our laps but, you know. They're dogs.<br /><br />When we got through the first bag of this stuff, we purchased more on amazon. It was a great price for it since we got a 40 lb bag for the price of (I think) a 15 lb bag at Petco. But, they continued to have gas. I mean, they loved the food, don't get me wrong and they loved it more when we'd mix in some water and it would be like soft food. Somehow that made their gas worse but I think I'll have to give that responsible to the speed with which they chowed down- can't blame the food itself for gluttony.<br /><br />Eventually, we switched their food. No more farting. I think it was due to the high fat content which undoubtedly is necessary for very small puppies. They just need that in their diet. I think that we were advised to keep them on it for much longer than was useful (they said up until 1 year). Yeah right, you try dealing with gas for that long. Around 6 mos of age we switched to PuppyChow. Much better. Granted, they don't like it as much, but we humans like it a whole lot better.",Positive,4,Positive,Neutral,Negative,0.174,0.0
"I have loved Kettle Brand Sea Salt and Vinegar chips since the first time i tried them.  The fact that i was able to find them on-line for such a great price, was wonderful.  I would definitely make the purchase again.  THey are a quick and simple snack for lunch and it goes great with my cold sandwich.",Positive,5,Positive,Positive,Positive,0.282,0.9826245903968811
"Only 5mg sodium per serving, chips are crisp.  I sometimes will dip in a low salt ketchup and that adds a bit to the flavor.",Positive,5,Negative,Neutral,Positive,0.0,0.5473424196243286
"I usually love Kettle Chips, and love salt & vinegar, but these chips were way too vinegary for me! They do have the typical kettle chip crunch, but are too aggressively flavored for my taste.",Neutral,3,Positive,Negative,Negative,0.143,0.0
"I think the Pocky did not get stored rightly. The chocolate was falling off from the biscuit stick, and doesn't taste as it should. Many of them stick together, and whenever I want to split them up, it just becomes very messy. Now I need to clean up my desk every time after I have it.",Negative,2,Negative,Negative,Negative,0.071,0.0
the first time i ordered this it came all melted but amazon was quick to remedy the situation by sending me another of the product and it was great thank you,Positive,5,Positive,Positive,Positive,0.289,0.8974453806877136
"These are the best spicy chips I have ever had the pleasure of eating.  They start off sweet, then as you eat more the spice builds up.  They are fantastic.  If you don't want to commit to a whole case, pick up a bag at your local Whole Foods first, then stock up here when you realize how amazing they are.  Got my case right here, and loving every bite.  On a side note, this brand (Kettle Brand) has many delicious varieties- this is just my personal favorite.  I also highly recommend: Backyard BBQ, Honey Dijon, Sweet Onion, Buffalo Bleu, Salt and Pepper and Death Valley Chipotle.  Lays aint got nothin on Kettle Brand!!!",Positive,5,Positive,Positive,Positive,0.257,0.9721809029579163
"I recently started using Bob's Red Mill Baking Soda.  I'm very pleased with it's performance and I can be sure that it is not contaminated with aluminum.  Thanks, Bob!",Positive,5,Positive,Positive,Positive,0.266,0.9721657037734985
Love this sugar.  I also get muscavado sugar and they are both great to use in place of regular white sugar. Recommend!,Positive,5,Positive,Positive,Positive,0.381,0.9847574234008789
"BLACK MARKET HOT SAUCE IS WONDERFUL.... My husband Loves this Habenero sauce, its very very flavorful with a nice kick to it. I in fact love the medium sauce- the taste is so yummy with a bit of zing behind it. We used it for everything and you can use it with any meal.<br /><br />I like the fact that there are so many different levels of spicyness. We love the medium & habenero. Kind of like a ""HIS & HERS package"". Thank you for your hard work guys! Keep up the hard work.",Positive,5,Positive,Positive,Positive,0.253,0.9857909679412842
"Someone brought these to a party we had last month and I didn't put them out because the buffet was full and didn't think anyone would like saltless potato chips.  Last week we had some friends over and these were all I had in the pantry so I put them out.  OH MY GOSH THEY ARE SO GOOD!  I was so wrong to think they would be bland; they are full of real potato flavor, wonderfully crisp and very fresh tasting.  I am here on amazon to buy a case, I only want to have these with dips.  Truly delicious!",Positive,5,Positive,Positive,Positive,0.26,0.7640370726585388
"We roast these in a large cast iron pan on the grill (about 1/3 of the bag at a time).  The smell is wonderful and the roasted beans taste delicious too.  More importantly, the coffee is smooth; no bitter aftertaste.  On numerous occasions, we've had to send the roasted beans home with friends because they like it so much.",Positive,5,Positive,Positive,Positive,0.221,0.9734955430030823
"I have done a lot of research to find the best food for my cat, and this is an excellent food.  That is also according to my holistic veterinarian.  They put probiotics on the kibble as the last step, which is very important to me.  The best thing is that my cat loved it immediately and I had to stop mixing it with the old food because she only would eat Holistic Select.",Positive,5,Positive,Positive,Positive,0.215,0.9625206589698792
I order these olives a lot. They are un-like any other olives out there. The subtle flavors of the brine go great with cheeses. One of my favorite appetizer treats for guests.,Positive,5,Positive,Positive,Positive,0.202,0.9768953323364258
"Product received is as advertised.<br /><br /><a href=""http://www.amazon.com/gp/product/B001GVISJM"">Twizzlers, Strawberry, 16-Ounce Bags (Pack of 6)</a>",Positive,5,Neutral,Neutral,Negative,0.0,0.0
"I ordered two of these and two of raspberry latice tarts directly from FantasiCakes website for a dinner party I was hosting. It arrived fresh and intact. Very good size. I froze half for later use. I am a pastry lover and these were the best I've ever tasted. The pastry was soft, the jam was really good and the taste was great. They were gone in no time. My guests were really impressed.",Positive,5,Positive,Positive,Positive,0.323,0.9723005890846252
We really like the McCann's steel cut oats but find we don't cook it up too often.<br />This tastes much better to me than the grocery store brands and is just as convenient.<br />Anything that keeps me eating oatmeal regularly is a good thing.,Positive,5,Positive,Positive,Positive,0.191,0.9394567012786865
"Once you've tried some random sampler packs (and now are overloaded with decafs,extra bolds, or teas), this is a great way to get exactly the brands or style that you want.  Received the order in a couple of days and was exactly what I ordered.  This was my second order and I'll be ordering this item again.",Positive,5,Positive,Positive,Negative,0.131,0.9071717262268066
"These chips are truly amazing. They have it all. They're light, crisp, great tasting, nice texture, AND they're all natural... AND low in fat and sodium! Need I say more? I recently bought a bag of them at a regular grocery store, and couldn't belive my taste buds. That's why I excited why I saw them here on Amazon, and decided to buy a case!",Positive,5,Positive,Positive,Positive,0.256,0.9788228869438171
This is one of the best tasting crisps I have ever eaten! I only buy it on special occassions because I know I'll eat the whole bag.,Positive,5,Positive,Positive,Positive,0.246,0.9820319414138794
"This is the best coffee we've ever had. A light taste but very full bodied. I was very pleased with the packaging, having it resealable keeps it stay fresher much longer and unlike other brands this construction stays intact. I must say you wont be displeased with your purchase, this is a must buy!",Positive,5,Positive,Positive,Positive,0.214,0.9829913377761841
"My triplets will not eat this, eventhe one who will eat ANYTHING. The consistency is way too runny as well and does not stay on the spoon.",Negative,1,Positive,Negative,Negative,0.075,0.0
"Delicious chocolate cups, each in its own aluminum holder.  I could not find these in any local store, so was happy to find them on-line.<br />Most people are unaware of them, so they are impressed when I serve them a little cordial or other liquor in a chocolate cup.  After sipping the<br />liquor, you can eat the cup.  What could be nicer?  Excellent product.",Positive,5,Positive,Positive,Positive,0.24,0.9768746495246887
Ahmad Tea is an excellent looseleaf tea eith hot or for making iced tea. Great flavor with no lingering aftertaste.,Positive,4,Positive,Positive,Positive,0.289,0.9589744806289673
"I tired many different dog foods over the 3 yrs I have my cocker spaniel. I then came upon this breed specific dog food & figured I'd try it. My dog loves this food and always finishes his food. I've used this for over 1 yr now & he has not tired of it. I have seen a significant change (for the better) in him, he's more active and doing well.<br /><br />I only buy this brand food for him now.<br /><br />Buster gives it 2 paws up & I give it 5 stars.",Positive,5,Positive,Positive,Negative,0.094,0.9240136742591858
Put this in my husbands stocking for Christmas and it was a hit.,Positive,5,Neutral,Positive,Positive,0.0,0.9405788779258728
